"DIVEID","LOCATION","SITENAME","LATITUDE","LONGITUDE","DATE","DEPTH","TEMP","SPECIES_COMMON","ABUNDANCE","SPECIES_SCIENTIFIC","DAY","MONTH","YEAR","OWNER","DATATYPE"
"17","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.7,19,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"17","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.7,19,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"17","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.7,19,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"17","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.7,19,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"20","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4,18,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"20","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4,18,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"20","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4,18,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"20","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4,18,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"20","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4,18,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"20","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4,18,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"20","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4,18,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"20","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4,18,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"20","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4,18,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"21","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.6,18,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"21","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.6,18,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"21","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.6,18,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"21","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.6,18,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"21","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.6,18,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"21","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.6,18,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"21","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.6,18,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"21","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.6,18,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"21","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.6,18,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"24","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.1,16,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"24","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.1,16,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"24","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.1,16,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"24","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.1,16,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"24","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.1,16,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"24","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.1,16,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"24","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.1,16,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"24","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.1,16,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"24","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.1,16,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"25","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,16,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"25","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,16,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"25","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,16,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"25","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,16,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"25","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,16,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"25","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,16,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"25","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,16,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"25","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,16,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"25","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,16,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"26","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",2.5,17,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"26","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",2.5,17,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"26","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",2.5,17,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"26","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",2.5,17,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"26","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",2.5,17,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"26","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",2.5,17,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"26","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",2.5,17,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"26","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",2.5,17,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"26","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",2.5,17,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"27","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.7,17,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"27","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.7,17,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"27","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.7,17,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"27","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.7,17,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"27","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.7,17,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"27","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.7,17,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"27","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.7,17,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"27","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.7,17,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"27","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.7,17,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"28","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,17,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"28","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,17,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"28","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,17,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"28","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,17,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"28","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,17,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"28","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,17,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"28","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,17,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"28","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,17,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"28","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",3.8,17,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"32","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5,17,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"32","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5,17,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"32","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5,17,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"32","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5,17,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"32","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5,17,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"32","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5,17,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"32","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5,17,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"32","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5,17,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"32","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5,17,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"38","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.1,17,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"38","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.1,17,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"38","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.1,17,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"38","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.1,17,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"38","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.1,17,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"38","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.1,17,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"38","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.1,17,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"38","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.1,17,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"38","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.1,17,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"39","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.4,17,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"39","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.4,17,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"39","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.4,17,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"39","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.4,17,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"39","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.4,17,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"39","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.4,17,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"39","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.4,17,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"39","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.4,17,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"39","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",4.4,17,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"74","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",6.8,15,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"74","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",6.8,15,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"74","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",6.8,15,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"74","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",6.8,15,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"74","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",6.8,15,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"74","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",6.8,15,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"74","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",6.8,15,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"74","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",6.8,15,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"74","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",6.8,15,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"75","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.5,14,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"75","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.5,14,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"75","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.5,14,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"75","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.5,14,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"75","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.5,14,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"75","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.5,14,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"75","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.5,14,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"75","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.5,14,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"75","FB","Kalk Bay reef",-34.12533333,18.4531,"13/02/2020",5.5,14,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"18","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",3.2,18,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"18","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",3.2,18,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"18","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",3.2,18,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"18","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",3.2,18,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"18","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",3.2,18,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"18","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",3.2,18,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"18","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",3.2,18,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"18","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",3.2,18,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"18","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",3.2,18,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"19","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",4.6,17,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"19","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",4.6,17,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"19","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",4.6,17,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"19","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",4.6,17,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
"19","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",4.6,17,"PAJAMA SHARK",0,"PORODERMA AFRICANUM","13","02","2020","SANPARKS","UVC-S"
"19","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",4.6,17,"PUFFADDERSHYSHARK",0,"HAPLOBLEPHARUS EDWARDSII","13","02","2020","SANPARKS","UVC-S"
"19","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",4.6,17,"SHORT-TAILED STINGRAY",0,"BATHYTOSHIA BREVICAUDATA","13","02","2020","SANPARKS","UVC-S"
"19","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",4.6,17,"SHYSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"19","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",4.6,17,"SPOTTEDGULLEYSHARK",0,"TRIAKIS MEGALOPTERUS","13","02","2020","SANPARKS","UVC-S"
"22","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",4.5,15,"CATSHARK",0,NA,"13","02","2020","SANPARKS","UVC-S"
"22","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",4.5,15,"COWSHARK",0,"NOTORYNCHOS CEPEDIANUS","13","02","2020","SANPARKS","UVC-S"
"22","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",4.5,15,"DARKSHYSHARK",0,"HAPLOBLEPHARUS PICTUS","13","02","2020","SANPARKS","UVC-S"
"22","FB","KB harbour reef",-34.11808333,18.45008333,"13/02/2020",4.5,15,"LEOPARDCATSHARK",0,"PORODERMA PANTHERINUM","13","02","2020","SANPARKS","UVC-S"
