"Deployment.No.","Date","Project.Name","Location","Management","Bait.Type","LONGITUDE","LATITUDE","Distance.to.center..km.","Time.in..24hr.","Time.Out..24hr.","Deployment.Time","Total.Video.Time..m.","Video.Method","Depth..m.","Temp","Camera.Type","Frame.Rate","Resolution","Habitat","Total.MaxN","Total.MaxN.SR","Species.Richness","Sharks","Rays","DATATYPE","OWNER","DATE_FORMATTED","DAY","MONTH","YEAR","SPECIES_COMMON","ABUNDANCE","SPECIES_SCIENTIFIC"
1,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.867734,-34.461533,20.28922203,"7:58","9:33","1:35",38.58,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Sand",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Soupfin",0,"Galeorhinus galeus"
1,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.867734,-34.461533,20.28922203,"7:58","9:33","1:35",38.58,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Sand",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Blue Stingray",0,"Dasyatis chrysonota"
1,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.867734,-34.461533,20.28922203,"7:58","9:33","1:35",38.58,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Sand",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Butterfly Ray",0,"Unknown"
1,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.867734,-34.461533,20.28922203,"7:58","9:33","1:35",38.58,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Sand",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Short tailed.Stingray",0,"Bathytoshia brevicaudata"
1,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.867734,-34.461533,20.28922203,"7:58","9:33","1:35",38.58,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Sand",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Duckbill Ray",0,"Aetomylaeus bovinus"
1,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.867734,-34.461533,20.28922203,"7:58","9:33","1:35",38.58,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Sand",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Eagle Ray",0,"Unknown"
1,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.867734,-34.461533,20.28922203,"7:58","9:33","1:35",38.58,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Sand",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Batoids",0,NA
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Bronze Whaler",0,"Carcharhinus brachyurus"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Dark Shyshark",0,"Haploblepharus pictus"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Great White.Shark",0,"Carcharodon carcharias"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Leopard Catshark",0,"Poroderma pantherinum"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Puffadder Shyshark",0,"Haploblepharus edwardsii"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Pyjama Catshark",0,"Poroderma africanum"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Ragged Tooth",0,"Carcharias taurus"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Smooth Hammerhead",1,"SPHYRNA ZYGAENA"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Smooth Hound",0,"Mustelus mustelus"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Spotted Gully",0,"Triakis megalopterus"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Soupfin",0,"Galeorhinus galeus"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Blue Stingray",0,"Dasyatis chrysonota"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Butterfly Ray",0,"Unknown"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Short tailed.Stingray",0,"Bathytoshia brevicaudata"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Duckbill Ray",0,"Aetomylaeus bovinus"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Eagle Ray",0,"Unknown"
2,"1/15/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869001,-34.458071,20.43826345,"9:40","11:04","1:24",22.98,"Mono-BRUVs",9.5,21,"GoPro Hero 6",60,"1080p","Sand",1,1,1,1,0,"BRUVS","ALBANO_P",2019-01-15,"15","01","2019","Batoids",0,NA
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Bronze Whaler",0,"Carcharhinus brachyurus"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Dark Shyshark",0,"Haploblepharus pictus"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Great White.Shark",0,"Carcharodon carcharias"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Leopard Catshark",0,"Poroderma pantherinum"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Puffadder Shyshark",0,"Haploblepharus edwardsii"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Pyjama Catshark",0,"Poroderma africanum"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Ragged Tooth",0,"Carcharias taurus"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Smooth Hammerhead",0,"SPHYRNA ZYGAENA"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Smooth Hound",0,"Mustelus mustelus"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Spotted Gully",0,"Triakis megalopterus"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Soupfin",0,"Galeorhinus galeus"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Blue Stingray",0,"Dasyatis chrysonota"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Butterfly Ray",0,"Unknown"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Short tailed.Stingray",0,"Bathytoshia brevicaudata"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Duckbill Ray",0,"Aetomylaeus bovinus"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Eagle Ray",0,"Unknown"
3,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.870755,-34.466081,20.53294088,"6:38","9:24","2:46",64.13,"Mono-BRUVs",13.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Batoids",0,NA
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Bronze Whaler",0,"Carcharhinus brachyurus"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Dark Shyshark",0,"Haploblepharus pictus"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Great White.Shark",0,"Carcharodon carcharias"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Leopard Catshark",0,"Poroderma pantherinum"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Puffadder Shyshark",0,"Haploblepharus edwardsii"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Pyjama Catshark",0,"Poroderma africanum"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Ragged Tooth",0,"Carcharias taurus"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Smooth Hammerhead",0,"SPHYRNA ZYGAENA"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Smooth Hound",0,"Mustelus mustelus"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Spotted Gully",0,"Triakis megalopterus"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Soupfin",0,"Galeorhinus galeus"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Blue Stingray",0,"Dasyatis chrysonota"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Butterfly Ray",0,"Unknown"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Short tailed.Stingray",0,"Bathytoshia brevicaudata"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Duckbill Ray",0,"Aetomylaeus bovinus"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Eagle Ray",0,"Unknown"
4,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.875382,-34.469303,20.94140124,"6:49","9:32","2:43",83.8,"Mono-BRUVs",13.8,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Batoids",0,NA
5,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869202,-34.462942,20.4119603,"9:44","11:17","1:33",86.65,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Bronze Whaler",0,"Carcharhinus brachyurus"
5,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869202,-34.462942,20.4119603,"9:44","11:17","1:33",86.65,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Dark Shyshark",0,"Haploblepharus pictus"
5,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869202,-34.462942,20.4119603,"9:44","11:17","1:33",86.65,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Great White.Shark",0,"Carcharodon carcharias"
5,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869202,-34.462942,20.4119603,"9:44","11:17","1:33",86.65,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Leopard Catshark",0,"Poroderma pantherinum"
5,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869202,-34.462942,20.4119603,"9:44","11:17","1:33",86.65,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Puffadder Shyshark",0,"Haploblepharus edwardsii"
5,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869202,-34.462942,20.4119603,"9:44","11:17","1:33",86.65,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Pyjama Catshark",0,"Poroderma africanum"
5,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869202,-34.462942,20.4119603,"9:44","11:17","1:33",86.65,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Ragged Tooth",0,"Carcharias taurus"
5,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869202,-34.462942,20.4119603,"9:44","11:17","1:33",86.65,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Smooth Hammerhead",0,"SPHYRNA ZYGAENA"
5,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869202,-34.462942,20.4119603,"9:44","11:17","1:33",86.65,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Smooth Hound",0,"Mustelus mustelus"
5,"1/22/2019","De Hoop","Cape Infanta","Inside Reserve","Sardine",20.869202,-34.462942,20.4119603,"9:44","11:17","1:33",86.65,"Mono-BRUVs",7.5,21,"GoPro Hero 6",60,"1080p","Reef",0,0,0,0,0,"BRUVS","ALBANO_P",2019-01-22,"22","01","2019","Spotted Gully",0,"Triakis megalopterus"
